Size,Bedrooms,Location_Score,Price
3504,4,2,283297
3772,3,7,329795
4799,1,4,371937
2249,3,5,235461
1981,5,10,282337
2154,4,1,191779
1587,4,2,165314
1475,2,4,164005
2821,3,8,282525
1985,2,10,256413
4348,4,4,325986
3203,3,3,264689
4831,3,3,341051
2241,5,5,229296
1189,5,3,153377
2440,1,8,260364
1980,5,5,210098
2698,3,7,263496
2715,5,8,282779
3593,1,5,321040
1040,4,8,182887
3354,5,3,260810
1942,3,7,223766
1337,4,8,210070
2337,3,7,266847
2098,4,2,191084
4000,3,8,325137
3326,5,6,322763
4247,5,10,391304
1895,1,3,186057
4733,4,4,356412
3320,1,7,272519
3884,2,3,284096
3667,5,1,280668
2674,4,6,254095
3909,1,3,285049
4854,1,10,405852
4930,2,6,344600
1930,1,10,236013
1288,3,3,125128
1723,5,6,224551
3940,1,4,320274
3319,1,4,250567
2953,2,10,304759
2089,3,10,284649
1482,1,2,153088
1935,5,4,197144
3295,5,4,302644
1155,1,7,185709
2070,3,5,215016
2958,5,8,300658
3501,5,7,328913
3248,3,10,318199
2683,3,9,312724
1123,1,8,210029
3048,4,9,312527
1967,2,1,169274
4830,4,10,398809
1854,4,3,183139
1639,5,5,189919
3238,3,9,313838
2602,5,8,286035
3563,2,10,314298
1441,1,7,207383
2944,2,2,214136
2838,5,6,283077
2829,5,4,268558
3190,5,5,304105
4262,5,5,354555
1532,4,4,211449
3274,1,4,270932
2336,4,4,229315
4700,5,2,322909
1948,3,1,170608
4373,4,2,333091
4725,5,7,378282
3019,5,1,235872
1459,1,6,210093
4472,2,4,320100
1550,4,2,155577
1392,4,3,186597
4938,4,7,374487
2787,5,6,280407
1844,1,6,210632
4278,5,8,373636
3257,5,8,281553
2138,3,6,243607
4808,1,1,304507
1645,4,10,261494
4322,2,7,353611
3266,4,8,318038
3454,5,5,291742
2466,1,4,212507
4674,1,7,357885
2377,1,6,236422
3935,3,6,315389
3605,4,3,294394
3597,3,10,339932
1141,2,4,142352
3659,5,5,316878
1500,3,9,258217
1839,3,8,219436
3749,5,3,290570
4618,1,6,361858
2682,5,10,317647
2565,4,1,217568
3046,5,3,257757
4917,1,10,360979
2530,5,7,275367
1595,3,7,220352
2904,2,2,242087
1280,3,3,147735
1423,2,7,226392
3903,5,6,325493
1269,4,7,196210
1153,5,10,221838
3661,1,9,343744
2750,5,8,276060
1661,2,6,212528
2967,3,4,241236
1082,4,10,223437
4693,5,9,376780
3994,5,7,356480
3946,3,5,310049
2449,4,2,220811
2298,5,9,277216
4784,5,7,392116
3331,2,9,315858
1979,2,9,260059
3220,1,10,324006
4398,3,5,337843
4789,4,7,365947
4134,5,5,325139
4144,5,3,300616
3810,1,10,366930
2659,5,8,299655
2398,3,8,265466
1632,1,9,218167
2531,3,6,239703
1786,1,2,166137
3990,5,3,332148
4059,1,10,358038
1397,2,6,207878
2143,4,1,191284
1933,5,2,200088
2460,4,8,265861
2852,5,8,294643
3723,4,6,303687
3983,2,3,293718
3512,4,2,261948
1285,1,6,184648
1264,4,1,128421
3367,5,10,350185
3720,3,6,313533
4447,4,9,384403
3867,4,7,339190
3136,4,9,313235
2677,5,2,285950
2226,4,5,238326
1820,5,9,257576
2762,5,7,294229
4048,3,9,349581
3381,1,6,275734
3269,5,7,320455
1040,2,10,225337
2731,4,5,274426
1067,2,6,151972
1987,4,1,177454
2799,3,1,219894
3561,5,2,283854
4944,1,4,350098
4708,5,9,387633
4693,4,7,382371
2621,1,6,250868
2655,5,1,222527
4198,1,5,298453
2278,4,4,209883
1694,3,5,226883
4087,3,9,374141
3524,5,3,280255
2085,2,4,203561
3928,4,8,379742
3479,5,3,279630
2693,5,3,237898
3315,3,9,308848
2058,1,5,204395
1778,4,10,233657
4647,1,1,305161
1493,4,7,233538
2585,2,7,278305
2492,3,6,239063
2790,2,6,225079
1660,5,3,193089
2348,3,3,232180
2327,5,10,267287
2299,2,9,259345
4940,4,1,332361
2986,5,7,281684
4755,1,10,366827
4060,4,7,331844
3044,4,8,293663
4272,2,6,305307
4516,2,8,381873
2928,3,1,244708
2347,3,1,192793
2058,1,9,258842
1976,4,4,186612
1481,1,3,156926
1727,1,6,192666
3527,2,10,342523
4136,1,9,311329
2031,1,10,251988
4372,5,4,343026
1342,3,9,225672
4502,3,5,351843
2447,4,7,253374
3379,3,3,221600
3485,4,3,290733
4659,5,3,349337
3221,3,8,329581
3606,5,6,316413
1526,3,9,237543
2896,3,9,334738
1658,5,8,210134
3073,1,1,225320
1819,1,6,224216
3652,1,4,280788
1405,1,4,166244
3279,3,3,236696
3580,2,9,351008
4890,5,2,355534
2573,2,1,217888
2811,2,10,300226
1504,4,3,170389
4740,1,4,331899
1178,3,4,189389
1131,1,6,167645
2846,1,1,229529
2478,2,1,191693
3395,4,2,246891
3587,1,4,243191
1771,5,7,242161
2429,5,6,267971
3123,1,9,283891
1578,2,7,231052
3901,2,5,284329
2515,3,6,261376
1193,4,10,241012
3007,2,9,316447
2185,3,1,154688
3394,5,9,350703
3998,5,6,332727
2384,5,4,229094
2792,1,5,256975
4655,4,1,327160
2110,3,7,210670
4333,4,8,347303
3261,1,5,286038
4736,3,2,328924
4793,3,8,387376
2936,2,10,292014
3620,4,7,327582
1779,4,10,277233
1261,2,9,247818
1729,5,4,196137
1282,1,9,222256
4719,4,4,373773
2490,2,3,192769
4451,3,3,344536
1361,2,10,231059
4520,5,2,322122
1440,1,10,218874
3140,5,3,256541
2644,3,8,266024
3800,3,8,320704
1866,3,2,185044
2447,3,2,224040
1141,2,2,121333
2314,3,10,270272
2455,3,7,261595
3796,2,6,293082
2875,3,1,222411
2847,5,2,233304
2712,5,1,196030
3700,4,7,332074
1700,5,6,211584
1997,1,2,190225
3096,1,2,226867
2325,1,2,180580
1880,2,8,233501
2213,5,7,274279
2159,1,1,200577
1554,4,4,196596
1403,2,4,161314
1891,4,7,235039
3912,5,2,289123
1601,3,4,182796
2830,4,1,217684
1340,3,4,157518
4828,2,1,326034
2968,4,2,251311
1703,4,2,175497
1317,2,10,244731
3665,2,3,282115
2386,1,8,237553
4893,5,6,374333
3429,4,6,323655
3280,4,9,318590
2800,2,8,269600
2367,2,2,209186
2572,5,6,259396
1816,2,1,169211
1552,3,9,232058
4600,3,4,323050
1855,3,4,187353
2812,3,9,270313
3866,5,3,281722
4642,4,5,361525
1182,3,1,152186
4112,2,6,316443
2574,3,3,203075
1396,5,1,171867
2727,2,10,313861
3826,3,6,327144
2517,4,10,274086
4730,2,2,324226
1906,2,8,243573
2356,4,2,221308
3174,2,4,260964
4629,3,3,315197
4628,2,9,375331
1000,3,2,152655
4239,4,3,317643
4691,1,7,339929
1018,4,4,186497
4403,3,6,362483
1583,5,3,209087
1455,4,1,169764
4004,5,6,321274
3036,5,4,271750
2132,3,2,200652
4339,3,7,331785
3492,1,10,312014
4311,2,5,336700
2952,4,6,289940
4372,3,6,379123
3649,4,9,338544
3150,5,2,227255
1987,2,6,217083
4321,1,9,373701
4524,4,4,330738
1519,2,6,197476
4224,1,7,326568
1858,4,1,190796
1173,2,5,179819
2366,3,4,210998
4741,4,10,399221
4052,2,2,272407
3478,1,2,221005
1726,2,2,154870
4760,3,7,346407
2710,4,4,259503
2875,4,6,288943
3897,4,7,330368
2681,3,9,292120
2347,1,2,208414
1989,4,10,281206
4744,1,9,412270
3686,2,5,298191
1419,1,6,207739
1593,1,6,196076
3532,4,3,274807
4730,5,10,421680
2774,5,7,291982
3459,3,7,298831
1935,3,8,229389
2107,5,5,231471
2136,2,2,158448
4808,4,3,335787
1331,4,9,211814
4449,2,6,333804
4826,2,8,369619
3702,5,8,351618
3088,3,5,276100
2793,2,1,210444
1958,3,6,217149
4868,1,7,383920
1104,4,9,228709
1201,5,2,153382
3497,4,2,285171
2842,5,10,314256
2866,1,1,211370
2996,4,5,261186
2289,1,2,183551
1909,5,3,191044
1209,2,2,150763
1562,4,4,193743
4189,1,3,278658
3760,4,9,356496
4448,4,10,419294
4622,4,2,311198
2563,3,7,252391
1770,1,3,173621
4155,1,10,383423
3501,4,8,318475
3714,2,4,313327
1628,4,4,175544
4585,3,9,387070
2628,5,3,210881
2701,3,7,256007
1386,2,1,136098
2935,4,7,290802
4421,1,10,394660
3343,4,2,246660
3305,2,6,291559
2104,1,9,230113
1267,3,6,203497
3466,5,3,297955
3282,5,1,264662
2856,4,4,268340
4382,3,4,322729
4884,2,8,388350
2998,5,10,323445
4033,3,10,365967
2380,4,7,247845
2236,1,10,271025
1573,4,7,224917
1048,4,7,207179
2150,3,2,198381
1222,5,9,239316
3968,3,6,312235
4350,1,2,313851
2431,3,1,192931
2528,2,1,165668
4365,4,1,292407
2819,5,4,264600
3324,1,4,262433
2461,4,9,253919
2130,3,1,184727
2681,2,3,225950
3467,3,3,253778
3658,4,8,341367
4500,1,2,297992
1374,5,6,174433
3120,4,4,276426
3021,1,10,308672
4705,4,6,387953
2053,2,5,199675
4259,3,9,364454
4435,5,9,402739
2889,1,1,195715
2823,5,3,261611
2474,5,1,224552
3242,5,6,301806
2179,1,3,191473
4243,1,1,267440
3894,5,6,318883
2064,3,5,222862
4134,4,8,313538
3070,5,2,240144
1359,2,8,197525
4146,5,5,317479
3607,1,8,318135
3719,4,10,333903
3041,2,4,270093
4896,4,4,368503
2141,4,10,297443
2635,2,4,223841
2403,5,6,258266
2943,5,4,274497
1678,5,9,246937
4361,3,9,364550
3487,5,3,281145
4739,2,7,363874
3980,3,5,297939
1006,5,9,179594
4267,3,2,284496
3468,2,3,228005
2591,5,10,291500
1832,1,5,217885
4264,2,5,295472
3606,4,10,357033
4219,4,7,369290
2810,2,8,256909
4740,4,8,413914
4273,2,1,282502
4515,1,1,311122
1913,2,3,189712
3011,5,1,228640
2442,5,1,163488
2450,3,10,270777
4054,4,8,362896
2502,4,1,228159
4546,2,9,356230
1125,4,2,145355
3442,5,9,330410
1816,1,7,222067
3928,2,9,347725
2829,4,3,235874
1575,5,1,173336
3372,3,1,233227
2415,4,10,290918
1929,1,6,223001
4759,1,7,352054
4699,4,9,389565
2463,4,6,244779
4275,5,5,345532
4557,4,2,323093
1832,3,2,168827
2054,5,8,262813
4459,2,1,250769
2648,3,8,289929
2900,5,10,333435
2457,5,7,260254
3884,1,7,308620
3973,5,5,322787
2399,3,3,201298
4415,4,7,349430
1442,3,7,211717
4650,2,7,374635
3122,5,2,255868
1556,5,3,226094
4843,5,3,365878
4737,5,4,362880
2178,1,9,264387
4501,1,10,381351
3037,4,1,239419
1362,5,7,216063
3495,2,7,320512
2257,4,4,218662
4634,5,1,311711
2841,1,3,244721
3309,2,5,268550
2850,4,2,218326
3172,2,7,277378
1910,5,10,281729
1244,3,10,267278
1541,2,7,193734
3532,2,10,346277
3169,1,5,265756
3172,5,10,350522
2572,2,6,258145
3217,5,1,263702
1123,1,4,155532
4940,5,4,349478
4106,1,8,330099
4158,1,2,286079
3693,4,1,271656
2731,5,7,275786
1785,3,6,244475
3043,4,5,286268
3248,1,8,266141
3416,3,2,253956
1796,2,2,154354
1076,2,9,232394
1058,4,1,99609
3478,3,6,305181
3685,5,3,291099
2523,3,5,253358
2936,4,8,301641
3156,5,7,333839
4807,5,4,369118
4055,2,8,315178
2301,3,10,301113
1067,5,2,151397
4140,4,7,368088
4236,2,5,317043
4560,5,6,347065
3352,3,3,243829
2932,2,10,322520
3721,3,7,333007
1364,3,7,194320
4925,3,2,291198
1820,2,1,177495
2402,5,10,264537
3390,1,2,277108
1946,5,8,230618
3946,2,10,357511
2577,1,3,217300
2377,1,4,219322
2439,1,8,261814
4180,4,3,310956
4634,2,6,345188
1761,4,2,174698
4568,1,3,303622
1340,4,1,148738
3989,4,9,333141
1382,2,4,173831
2003,3,6,223669
2556,4,7,280421
1299,4,2,150395
1138,1,8,200933
1358,1,9,221180
1835,1,10,244664
2522,5,2,226393
4456,4,5,322660
2627,1,2,226473
2982,2,5,250916
2303,5,7,257475
4708,3,6,344607
3530,4,4,274976
1908,4,2,210053
2134,2,7,238768
3913,3,10,356198
3186,3,9,309764
1995,5,1,184779
3482,4,3,284936
3556,1,7,305707
3320,2,9,319227
4170,2,5,304652
4835,2,7,367343
4921,2,10,408397
3151,1,7,282082
2237,1,4,200611
2784,5,5,256587
4735,4,2,333283
3809,1,8,332352
3834,5,1,291541
1164,3,2,146136
1998,4,3,168756
4924,1,7,406574
3567,3,6,303217
2307,5,7,254199
3564,1,5,282327
1656,1,4,171858
3660,3,7,305719
3211,1,3,254768
2909,2,10,303221
4730,1,7,360158
3046,4,2,204757
3111,3,8,297152
4162,4,6,321950
2140,5,3,204163
2889,4,3,247994
1266,2,5,164097
2845,2,3,225116
2708,4,6,266848
4630,5,2,318902
4211,1,8,329720
3293,2,9,288827
4732,4,7,381648
4829,4,3,333702
3442,4,10,317117
2510,1,4,239184
1475,3,10,243820
4588,5,2,306580
1976,3,9,243230
2207,5,5,251046
2043,5,2,194518
2960,4,10,311724
1557,2,6,209110
2017,4,7,238332
4595,1,2,323195
2605,5,1,209059
4600,2,7,351444
1882,5,1,179348
3194,5,3,279170
1665,4,4,196992
4375,2,2,300303
3667,2,7,301239
2771,5,5,249235
3867,2,1,277836
1863,2,8,249212
1581,4,10,264628
4070,3,7,350365
1694,1,4,186397
4833,3,2,333118
2251,2,7,244553
4173,5,2,312081
2610,1,6,244874
4488,1,1,297789
2239,5,7,270713
3454,1,7,278833
1398,5,4,201344
2946,1,4,241432
1714,3,10,272572
1703,1,5,209206
3808,4,2,264938
3546,5,9,342309
4825,1,10,368262
4536,5,4,336008
2714,4,9,301036
2972,1,3,246304
4021,1,9,347088
4802,4,1,326741
1081,4,7,183513
1603,4,4,189864
2970,5,7,284647
2710,4,10,309738
3046,5,6,308145
4822,3,4,345245
3819,1,4,265383
1902,1,8,233044
1364,2,7,208781
1162,3,4,149329
4119,4,6,354577
3558,4,6,298954
4400,3,1,283596
2863,4,2,206440
1115,2,4,159781
3988,5,6,361639
4920,1,6,366501
3384,3,1,233187
1880,1,8,236698
3784,5,2,296205
4935,3,5,379159
1839,5,4,188425
3194,4,5,302995
4646,4,5,355501
4877,4,10,440147
2346,5,8,274633
3490,5,10,358151
3884,5,7,324970
2036,1,9,261572
1942,5,1,165946
4565,4,6,362281
2724,2,6,249741
3334,5,2,260378
3767,2,8,344628
2137,4,6,231524
3527,5,10,367935
1021,1,9,189945
4420,1,10,377963
2749,2,5,279697
1682,1,7,210925
4906,1,6,359162
4637,1,5,338949
3953,4,6,322696
2833,1,4,221629
3367,3,3,294237
1125,5,1,135155
1276,1,1,105962
2999,1,6,262618
2227,1,9,261703
3241,3,8,303933
4752,1,2,311868
4735,1,9,379291
4618,5,8,392283
1695,3,9,252034
2309,3,4,217563
1056,1,9,236644
4805,3,2,340863
4374,2,1,288618
4234,3,9,346923
1018,3,10,217614
4441,3,8,379258
3311,4,7,317873
3841,4,8,314260
1112,4,1,137330
4559,3,9,375741
4398,2,10,402357
1541,3,9,233905
3694,1,9,295436
1578,2,6,204424
2088,4,4,185151
4363,5,2,319901
1024,2,4,190007
2572,4,7,289005
3048,2,1,226282
3958,2,9,338008
2572,3,3,242712
1140,1,4,161538
2767,5,5,259347
1647,4,3,174268
4972,2,4,334998
3235,5,5,292370
4199,2,1,273698
1200,1,9,207517
4198,5,10,398816
1256,4,10,226174
4747,2,4,347026
1546,1,9,240634
3241,5,4,282977
3750,2,1,267993
4175,2,5,324789
4606,4,9,390543
4336,1,3,314357
1801,3,5,229188
1941,2,3,199874
4455,5,3,324845
4331,4,1,294038
1413,4,2,158699
3014,2,2,244911
2381,2,9,261156
2098,2,7,219534
4426,3,8,373333
4655,2,2,313074
4842,1,9,409319
1909,5,3,166600
1187,2,10,222471
4756,3,2,316744
3015,5,1,247904
2313,4,9,271450
3092,2,8,285959
4644,5,4,361238
3130,4,7,315684
2146,3,3,200834
1357,1,3,151672
2551,2,4,246608
2089,1,2,196832
3983,3,10,379621
2680,5,4,242959
3422,5,10,336222
1161,3,3,177599
4817,3,8,394995
4451,2,2,291427
4727,4,9,394754
4429,1,3,307724
4259,1,4,306365
3369,5,10,339066
1449,5,10,265909
2497,2,3,222776
2036,3,3,230599
3231,1,8,315830
3158,2,8,299944
2950,5,6,303756
3555,5,4,298042
2313,1,1,216924
3342,5,4,277375
4522,5,8,387895
3951,4,6,318539
2238,3,2,191184
1973,5,3,198529
1631,4,7,240093
4965,2,4,351370
2590,5,4,207615
2050,2,5,213904
4701,5,8,375441
3780,1,7,307389
4302,4,9,392359
2588,4,5,229248
4878,1,1,290477
3368,3,4,248492
3960,4,6,322188
4304,2,6,309855
2693,4,9,270564
1436,3,10,233353
3828,2,5,306105
2556,2,5,224133
4474,1,6,344116
2076,5,6,240460
4858,1,3,336002
4384,5,6,338590
2304,1,8,279959
3773,5,6,306559
3078,4,5,264518
3384,2,3,266924
1182,5,1,145867
4094,4,5,337403
3591,3,6,299901
2469,1,6,220048
4145,3,6,309374
4081,4,3,330744
4555,3,4,328205
2479,3,3,216439
2589,4,2,246470
2587,2,8,261968
1659,5,7,228313
1159,1,8,177461
4953,5,6,362965
4085,1,7,357596
4249,5,1,326004
3459,3,10,353265
4949,2,5,372262
2011,3,4,216865
1052,2,10,201510
3455,4,3,277110
3894,1,2,262143
2045,1,9,208403
2053,4,8,269439
3750,5,10,370819
3307,4,2,235591
2228,4,6,235995
4130,2,3,312282
2494,4,3,226679
3823,1,5,270668
2489,3,7,241252
2035,2,7,259609
4702,2,10,396087
2950,5,1,248377
4361,3,7,380625
1849,2,7,215567
4831,4,6,376830
1353,2,6,158150
4710,2,2,306394
2098,2,3,203536
3920,5,3,298118
2739,2,3,233728
4632,2,2,325548
4662,5,9,406503
2464,3,6,253162
1990,1,2,177362
2264,5,3,209676
4065,5,10,364394
2884,2,6,284534
4225,2,4,323136
2809,1,7,253612
4167,2,6,329311
4797,4,6,348971
3341,2,3,249881
3256,2,8,310835
4414,4,9,384603
2111,1,6,222286
1817,4,2,167595
2799,5,1,208653
2960,4,3,262249
3437,3,3,292254
3372,5,8,331849
3987,2,5,306765
1888,5,1,197775
2855,1,4,225117
2180,1,7,249795
1667,4,5,194400
4722,5,10,402887
1632,2,6,196608
3624,1,10,334682
2642,2,4,245824
4730,3,2,301935
1136,1,9,192733
2946,4,2,240444
2697,3,2,228217
1427,5,2,140777
2475,2,1,181893
3659,1,3,241719
4921,3,6,360558
3958,3,7,326339
1818,1,1,163441
3188,5,5,250035
2106,5,5,240099
3224,4,1,233559
1197,5,4,169736
3671,4,10,368119
4639,3,1,327123
2995,1,1,204923
3738,5,7,321972
4492,4,7,359286
3448,3,3,257398
4769,5,7,361923
1470,2,3,163028
3265,3,2,238350
2948,5,10,323867
1928,3,4,227030
4899,1,10,398365
3010,1,3,224164
4800,1,7,360916
3679,2,1,255880
3998,1,6,312418
1905,2,2,166807
3222,1,8,271248
1022,3,5,175605
4796,5,3,331401
4988,5,10,446337
1234,1,7,181166
4084,5,2,291452
2124,1,5,204127
1928,1,8,233652
4607,4,1,297353
4947,4,1,317222
1522,4,3,185435
2808,2,3,215134
4523,4,7,374373
1430,1,6,198911
1792,3,7,234614
2629,4,4,244954
2736,4,2,199737
1532,3,2,143439
4923,1,10,380819
4026,2,1,265624
2746,4,9,297768
2675,3,7,250883
2316,1,10,268209
3857,5,3,308113
1912,2,2,160619
2124,3,3,188923
2525,3,7,278964
2327,3,5,217440
3918,4,3,301034
3587,5,9,362938
2023,2,2,163427
2576,1,7,237199
2378,1,10,270427
4374,5,6,354714
2519,3,6,241325
2681,3,7,298619
4839,3,6,375029
2997,3,2,222785
1226,3,5,155809
2259,5,3,217004
1872,4,9,260182
1891,2,8,262156
2478,3,10,290037
2036,4,2,188156
3257,1,1,213201
3788,5,4,309955
1396,4,4,195050
2123,3,10,244339
3078,3,2,240020
3945,3,7,316947
4599,4,3,309586
1648,3,7,242809
1328,4,7,219709
4237,3,1,277756
2482,1,6,236677
4893,1,4,334890
1951,2,8,220665
3005,3,8,287137
3016,3,3,257559
4171,4,4,310062
3668,4,1,270360
2878,3,10,300529
2196,2,2,172037
2772,3,7,291516
1161,4,7,166094
4976,3,9,430574
2751,4,10,322519
1775,3,9,246490
4334,5,9,375011
2827,4,6,265830
3321,2,8,309086
4074,5,9,371471
2051,3,7,223162
3373,4,4,279666
1939,5,4,215830
4220,2,6,326490
1539,4,4,220537
3535,5,7,319740
1821,5,8,219599
2461,5,8,262895
2088,1,8,249952
1355,3,2,141913
4604,4,10,385293
4323,4,2,327080
1234,4,2,154246
3274,5,2,249681
2548,3,4,190868
4384,2,5,338505
3096,4,4,265032
1117,3,5,190361
3101,3,4,243630
2673,1,7,253051
3612,4,10,355079
2067,5,1,207189
4886,3,1,323177
3100,3,2,229388
4657,2,1,322316
1557,1,10,228165
4596,3,10,397500
4748,3,3,343660
4173,5,6,367097
2815,5,10,321283
4841,2,6,400859
3005,2,1,218906
4920,2,6,370403
3915,5,5,311470
1397,5,7,219688
4209,1,6,329907
1674,4,7,239385
4992,4,2,346267
1386,1,1,126391
3158,4,7,301746
3661,5,9,337964
3064,4,2,251442
4851,5,7,379162
4253,1,3,276679
1883,2,6,197198
4607,1,3,297725
1540,4,10,239079
1170,5,5,170790
3456,4,2,262468
1739,4,8,231070
2401,2,8,267792
4259,4,7,358690
3905,2,6,310391
3277,5,1,267484
4904,5,8,386303
4923,2,1,331246
1118,1,8,193242
4227,5,2,300434
3831,1,8,343491
4758,5,10,421257
3512,5,4,274465
3151,3,7,298009
4675,4,5,359194
3745,4,8,352360
2995,1,6,273530
4866,4,5,373153
4573,1,1,287029
4764,5,3,340054
2705,3,10,296467
2722,3,9,267119
3222,5,9,345399
4805,2,5,333462
3792,2,3,283630
2697,4,6,259883
2444,1,5,223623
4205,3,1,295413
4462,4,2,301395
2759,5,5,269798
2524,3,9,288191
1664,1,4,166566
1032,1,9,210267
3102,2,3,265611
3566,4,1,288670
3803,5,6,321219
4896,3,10,412666
4709,1,7,364232
3059,3,4,267936
2551,5,10,328778
1719,3,5,208252
3602,4,4,297810
3420,2,3,244579
1483,3,1,179879
1972,2,6,211469
4718,5,10,371005
4299,2,5,290814
3670,3,1,263376
1306,3,5,161203
1456,1,6,188606
3207,3,10,302928
1330,2,5,181075
3823,1,1,264614
1224,3,5,178837
4030,3,10,356054
3776,5,1,286978
4575,1,3,307759
2479,5,2,216124
4116,5,1,283154
4285,5,4,325231
2082,4,2,222168
1643,5,5,207075
1615,2,10,221705
1194,3,1,120311
4996,4,10,415657
1488,5,1,147480
3204,3,10,339444
3657,1,4,256595
2249,1,7,235663
3459,3,2,273109
4276,2,2,284348
2102,3,1,186685
2147,3,5,221745
3518,4,6,305426
2241,1,6,234728
1515,1,2,122867
2625,5,7,294300
2127,3,6,202895
1392,3,8,231638
1630,2,6,208010
4716,1,9,387897
2847,2,10,326568
3655,4,2,290501
1979,5,7,256162
1433,2,5,177232
4402,1,1,279689
4214,4,3,323322
4871,3,4,355342
3587,4,2,273867
1277,2,7,192995
1232,1,1,120482
2552,2,3,196750
2594,3,9,294353
2113,3,2,187924
4563,1,5,329449
4270,5,4,301311
3409,4,3,271840
4512,4,5,325149
1025,3,6,169730
4096,2,1,286690
2417,2,2,201799
3554,5,1,261119
4372,2,3,297700
4410,4,8,362286
3314,2,8,329480
1460,5,4,199696
4764,4,6,361268
3503,2,9,323567
4431,4,7,365260
2091,3,2,196121
2006,3,2,184935
3910,3,3,263944
4483,2,8,363677
2994,5,10,323312
1490,4,9,265359
4904,1,3,370576
2072,3,9,268232
4758,3,10,392743
3611,1,8,325735
4173,1,5,288172
1215,2,10,212759
4509,4,3,301054
2723,3,7,279408
2592,5,9,276439
3606,2,6,295995
1158,2,3,147237
3536,5,5,301366
1685,5,7,222156
4313,5,8,375700
3841,1,4,268236
2776,3,2,249889
4953,1,10,387139
3052,3,2,238195
4667,1,3,327724
2843,4,8,302390
3408,3,1,257030
3506,2,7,281408
3295,3,6,275989
2589,3,2,216487
2696,3,9,297017
3993,4,5,338506
3469,1,2,240739
2946,2,3,223725
4809,1,7,357247
3062,1,7,311991
3783,5,10,386656
4644,4,1,309657
2145,5,10,301522
3324,4,4,267612
2581,1,6,258367
3500,1,8,289316
4461,4,3,328397
4365,1,3,318542
4645,1,8,362350
3645,2,8,331451
3493,5,8,321226
3257,5,1,252403
4661,5,8,380826
3761,3,8,345337
3349,2,2,228484
2932,5,9,296371
4294,5,7,379285
2757,2,8,240957
3050,1,2,217884
1989,5,4,212318
2541,1,7,257345
2116,5,6,233632
3567,4,7,301463
4499,3,1,318344
1492,5,8,245398
4306,4,7,349610
1619,2,4,154089
4232,4,1,296192
4792,2,8,382326
4823,5,10,406144
3378,2,7,269574
3380,4,8,314926
3097,3,10,331348
2546,1,1,206057
1862,1,5,197437
2691,3,9,280197
4563,1,5,344166
2605,5,10,288194
4752,5,3,322278
3319,4,9,324623
1579,4,9,262146
2890,2,4,268259
2275,4,4,203983
3607,5,8,328791
3743,4,7,363658
2855,1,5,237423
4770,2,6,382796
4161,2,3,312690
3493,5,6,327512
4064,4,8,346512
2355,1,10,266506
2162,4,9,254440
1356,3,3,174782
2624,4,8,256652
3321,5,3,268598
4090,4,2,319017
3006,2,5,269218
3358,1,4,277939
1869,5,5,193789
1885,3,6,204338
3001,1,3,252812
3201,1,1,226936
2413,2,4,205055
2283,2,6,243545
1619,2,2,152946
1882,5,2,227163
1796,4,1,178785
4642,1,9,363260
3172,4,3,271815
4425,4,2,335471
2296,2,4,214710
1618,4,6,199381
2834,1,1,207364
1244,1,9,198008
3895,3,9,345875
3497,5,8,309017
1929,4,6,239578
2270,5,4,211260
1519,5,2,180072
4212,5,8,361038
3409,5,7,318793
1007,1,4,138229
3525,4,3,279193
4423,3,6,352639
3019,5,1,230687
1494,3,2,133756
2629,1,7,261505
3880,1,3,284862
4498,2,1,273408
2062,5,2,183383
3640,2,10,336783
1186,3,10,189877
4667,4,9,403968
4671,2,7,356217
3801,1,7,319378
2877,5,10,302915
3140,3,8,332262
1085,1,8,167941
4115,4,9,358272
1136,5,2,169786
3468,4,8,306158
3121,4,8,307415
4619,5,5,365352
2636,5,5,234202
4583,4,4,329120
4227,3,5,329202
4326,5,2,318099
3218,1,2,223565
2751,2,5,275158
3217,3,3,263064
2787,5,1,235999
1871,5,9,269319
3369,3,2,230000
4638,2,10,390178
3503,4,2,264906
1943,1,4,188334
2626,5,2,229411
3837,2,7,290240
3660,1,10,339921
4226,3,1,281750
3936,5,2,260059
1348,4,5,193736
4522,3,2,293382
4947,5,9,406642
2676,2,4,229984
2196,1,9,227107
1009,1,1,89434
3787,5,1,282530
4336,3,1,282742
2461,4,4,227156
4831,2,9,392642
4318,5,8,344526
1666,2,7,207184
3593,1,1,242990
2522,4,3,252568
3176,2,9,294995
4743,5,9,413983
1600,4,5,199973
3652,3,6,290566
1326,5,6,191805
4824,2,10,414193
4906,4,4,366954
1979,5,1,176145
3451,4,5,297705
1628,4,1,145844
2629,4,1,208801
4746,2,5,340856
4682,5,5,373076
4696,1,7,366742
4430,1,2,286358
4674,2,6,345052
4929,2,2,326014
3765,4,10,355830
4088,5,5,325207
1273,5,4,173370
1684,3,10,269887
1115,3,5,163971
1860,1,2,172499
3003,3,8,331490
1692,3,8,216902
4162,1,6,325990
2105,1,3,193916
3371,3,4,273383
4008,5,1,286016
3161,3,9,299865
2792,4,10,314982
4129,4,5,298891
1153,4,8,234617
2900,2,3,260695
2427,4,4,226411
4699,5,4,365726
4926,2,8,381899
2289,2,9,264597
1314,4,3,155485
4786,3,7,386596
2064,1,9,239480
1104,3,2,151977
2924,3,4,250569
2913,2,3,235391
2216,2,8,228430
2424,2,4,222097
4349,5,9,365262
3401,5,1,255973
4063,1,1,297246
2772,2,4,217756
